name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Texas Tech,Gonzaga,57,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Texas Tech,Gonzaga,57,$45.99,0.0%,74.18%,0.0%,2.26
gully,11,Texas Tech,Gonzaga,57,$20.57,0.0%,33.18%,0.0%,2.67
bob,0,Texas Tech,Gonzaga,57,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,13.34
liz,3,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,5.24
barb,4,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,4.25
dave monkey,7,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,13.01
stef,9,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,10.85
peninsular danny,10,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,12.65
jake,13,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,9.23
terry,14,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,5.28
tyler,15,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,9.92

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Virginia,Purdue,58,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Virginia,Purdue,58,$62.0,0.0%,100.0%,0.0%,2.0
bob,0,Virginia,Purdue,58,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,4.9
drew,2,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,12.0
liz,3,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,5.1
barb,4,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,6.7
dave monkey,7,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,7.71
purdue pete,8,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,13.4
stef,9,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,10.5
peninsular danny,10,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,13.6
gully,11,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,3.4
jake,13,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,9.28
terry,14,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,5.05
tyler,15,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,10.22

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Auburn,Kentucky,59,$248.0,100.0%,0.0%,0.0%,1.0
gully,11,Auburn,Kentucky,59,$46.05,0.0%,74.27%,0.0%,2.65
liquorman,6,Auburn,Kentucky,59,$21.14,0.0%,34.09%,0.0%,2.85
bob,0,Auburn,Kentucky,59,$10.0,0.0%,0.0%,100.0%,16.0
chad,5,Auburn,Kentucky,59,$9.58,0.0%,15.45%,0.0%,3.34
terry,14,Auburn,Kentucky,59,$4.51,0.0%,7.27%,0.0%,4.62
dave b.,1,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,11.71
liz,3,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,6.0
barb,4,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,15.0
dave monkey,7,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,13.93
stef,9,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,11.17
peninsular danny,10,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,12.78
jake,13,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,9.08
tyler,15,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,10.06

